Название,Ссылка,Id,Автор,Дата подачи,Дата публикации
ЛЕКАРСТВЕННОЕ СРЕДСТВО,https://yandex.ru/patents/doc/RU2229882C2_20040610,RU2229882C2,Кириллова Г.В. (RU),2002.04.05,2004.06.10
Броневой щит для защиты человека,https://yandex.ru/patents/doc/RU209099U1_20220201,RU209099U1,Жученко Сергей Павлович (RU),2021.11.17,2022.02.01
Транспортно-пусковой контейнер,https://yandex.ru/patents/doc/RU208993U1_20220126,RU208993U1,Давлюд Игорь Игоревич (RU),2021.06.16,2022.01.26
ДУЛЬНЫЙ ТОРМОЗ-КОМПЕНСАТОР,https://yandex.ru/patents/doc/RU203565U1_20210412,RU203565U1,Выродов Виктор Валентинович (RU),2020.05.22,2021.04.12
Стрелковое пневматическое устройство,https://yandex.ru/patents/doc/RU200564U1_20201029,RU200564U1,Епаров Сергей Борисович (RU),2020.07.07,2020.10.29
Узел стволов двуствольного ружья,https://yandex.ru/patents/doc/SU1073554A1_19840215,SU1073554A1,,1982.08.13,1984.02.15
Голографический коллиматорный прицел,https://yandex.ru/patents/doc/RU196246U1_20200221,RU196246U1,Знаменский Михаил Юрьевич (RU),2019.12.04,2020.02.21
БАЛЛИСТИЧЕСКИЙ МАНИПУЛЯТОР,https://yandex.ru/patents/doc/RU2720756C1_20200513,RU2720756C1,Никитин Александр Андреевич (RU),2019.04.16,2020.05.13
АТОМНАЯ БОМБА,https://yandex.ru/patents/doc/RU191465U1_20190807,RU191465U1,Коптяев Евгений Николаевич (RU),2019.01.18,2019.08.07
Коробка передач с системой резервного включения...,https://yandex.ru/patents/doc/RU188828U1_20190424,RU188828U1,Демихов Сергей Владимирович (RU),2018.12.29,2019.04.24
"Боевая головка самонаведения зенитной ракеты,...",https://yandex.ru/patents/doc/RU186630U1_20190128,RU186630U1,Фомкин Аркадий Сергеевич (RU),2018.07.24,2019.01.28
Способ изготовления многоплощадочного...,https://yandex.ru/patents/doc/RU2654998C1_20180523,RU2654998C1,Будтолаев Андрей Константинович (RU),2017.03.28,2018.05.23
Бронированное транспортное средство повышенной...,https://yandex.ru/patents/doc/RU2667981C1_20180925,RU2667981C1,Гаврилов Евгений Вячеславович (RU),2017.10.06,2018.09.25
Пассивная головка самонаведения,https://yandex.ru/patents/doc/RU2655516C1_20180528,RU2655516C1,Левшин Евгений Анатольевич (RU),2017.04.18,2018.05.28
Способ снижения тепловой заметности боевой машины...,https://yandex.ru/patents/doc/RU2658198C1_20180619,RU2658198C1,Котровский Александр Александрович (RU),2017.07.05,2018.06.19
Тепловая мишенная установка,https://yandex.ru/patents/doc/RU176436U1_20180118,RU176436U1,Еремин Борис Георгиевич (RU),2017.01.31,2018.01.18
РУЧНОЙ МЕТАЛЛООБНАРУЖИТЕЛЬ,https://yandex.ru/patents/doc/RU175760U1_20171218,RU175760U1,Алеев Тимур Марсович (RU),2017.06.19,2017.12.18
Двуствольное спортивно-охотничье ружье с...,https://yandex.ru/patents/doc/RU2634057C1_20171023,RU2634057C1,Быков Лев Анатольевич (RU),2016.06.17,2017.10.23
Способ изготовления патронной ленты и патронная...,https://yandex.ru/patents/doc/RU2577944C1_20160320,RU2577944C1,Зайцев Виктор Владимирович (RU),2015.02.11,2016.03.20
Способ и устройство защиты подвижного объекта...,https://yandex.ru/patents/doc/RU2017100577A_20180710,RU2017100577A,,2017.01.09,2018.07.10
ЭЛЕКТРОМАГНИТНЫЙ АВТОМАТ,https://yandex.ru/patents/doc/RU2545160C2_20150327,RU2545160C2,Багич Геннадий Леонидович (RU),2013.12.17,2015.03.27
Метательный заряд для 9 х 19 мм пистолетного...,https://yandex.ru/patents/doc/RU2565637C1_20151020,RU2565637C1,Алексеев Юрий Владимирович (RU),2014.06.10,2015.10.20
"Способ прицеливания крылатых ракет, базирующихся...",https://yandex.ru/patents/doc/RU2549215C1_20150420,RU2549215C1,Бурганский Аркадий Ильич (RU),2014.02.06,2015.04.20
Патрон с сетью-ловушкой,https://yandex.ru/patents/doc/RU2538508C1_20150110,RU2538508C1,Абрамов Юрий Борисович (RU),2013.08.28,2015.01.10
Способ дифференциального определения боевых и...,https://yandex.ru/patents/doc/RU2068235C1_19961027,RU2068235C1,Гальцев Юрий Викторович[RU],1992.01.27,1996.10.27
Способ применения тепловой ловушки,https://yandex.ru/patents/doc/RU2519573C2_20140620,RU2519573C2,Козирацкий Юрий Леонтьевич (RU),2012.04.06,2014.06.20
Способ получения сферического пороха,https://yandex.ru/patents/doc/RU2497791C1_20131110,RU2497791C1,Староверов Александр Александрович (RU),2012.04.23,2013.11.10
Порох староверова - 2,https://yandex.ru/patents/doc/RU2500659C2_20131210,RU2500659C2,Староверов Николай Евгеньевич (RU),2012.02.21,2013.12.10
Жилет с системой экстренного сброса,https://yandex.ru/patents/doc/RU2488764C2_20130727,RU2488764C2,Плетнев Сергей Диодорович (RU),2011.09.08,2013.07.27
Способ получения наполненных нитратов целлюлозы,https://yandex.ru/patents/doc/RU2473566C2_20130127,RU2473566C2,Енейкина Татьяна Александровна (RU),2011.04.05,2013.01.27
Способ получения сферического пороха,https://yandex.ru/patents/doc/RU2437865C2_20111227,RU2437865C2,Ляпин Николай Михайлович (RU),2010.01.19,2011.12.27
Линия изготовления капсюлей-воспламенителей,https://yandex.ru/patents/doc/RU2436036C1_20111210,RU2436036C1,Волков Владимир Сергеевич (RU),2010.05.24,2011.12.10
Броня стальная текстурованная,https://yandex.ru/patents/doc/RU2431108C1_20111010,RU2431108C1,Сильникова Елена Федоровна (RU),2010.01.29,2011.10.10
Броня стальная комбинированная,https://yandex.ru/patents/doc/RU2427781C1_20110827,RU2427781C1,Сильников Михаил Владимирович (RU),2010.01.29,2011.08.27
Двухдиапазонная лампа бегущей волны,https://yandex.ru/patents/doc/RU2394302C1_20100710,RU2394302C1,Андреев Николай Владимирович (RU),2009.03.19,2010.07.10
Модифицирующая добавка для водоразбавляемого...,https://yandex.ru/patents/doc/RU2391368C1_20100610,RU2391368C1,Масляев Николай Михайлович (RU),2008.12.24,2010.06.10
Блок с разделенными периферийными поверхностями,https://yandex.ru/patents/doc/RU2357175C1_20090527,RU2357175C1,Сагаков Станислав Святославович (RU),2007.10.16,2009.05.27
Бронемодуль транспортного средства,https://yandex.ru/patents/doc/RU2362959C1_20090727,RU2362959C1,Мирошниченко Анатолий Васильевич (RU),2008.03.24,2009.07.27
Осветительный или сигнальный выстрел для...,https://yandex.ru/patents/doc/RU2368865C1_20090927,RU2368865C1,Вареных Николай Михайлович (RU),2008.05.15,2009.09.27
Щит из жесткой брони,https://yandex.ru/patents/doc/RU82830U1_20090510,RU82830U1,Голодяев Александр Иванович (RU),2008.12.08,2009.05.10
"Шахматная игра ""Тотас""",https://yandex.ru/patents/doc/RU66686U1_20070927,RU66686U1,Бобров Юрий Викторович (RU),2005.12.21,2007.09.27
Комплекс вооружения бронеобъекта,https://yandex.ru/patents/doc/RU2258189C1_20050810,RU2258189C1,Шипунов А.Г. (RU),2004.01.08,2005.08.10
Спектрометр ионной подвижности для обнаружения...,https://yandex.ru/patents/doc/RU59834U1_20061227,RU59834U1,Лебедев Алексей Васильевич (RU),2006.08.23,2006.12.27
Система наведения управляемого снаряда,https://yandex.ru/patents/doc/RU2287762C1_20061120,RU2287762C1,Погорельский Семен Львович (RU),2005.08.10,2006.11.20
Гранатометный выстрел многофункционального...,https://yandex.ru/patents/doc/RU2288429C1_20061127,RU2288429C1,Замарахин Василий Анатольевич (RU),2005.03.17,2006.11.27
СФЕРИЧЕСКИЙ ПОРОХ,https://yandex.ru/patents/doc/RU2268869C1_20060127,RU2268869C1,Енейкина Татьяна Александровна (RU),2004.05.07,2006.01.27
Устройство для упаковки режущих и колющих...,https://yandex.ru/patents/doc/RU42468U1_20041210,RU42468U1,Филиппов А.И. (RU),2004.08.12,2004.12.10
Система питания автоматической пушки,https://yandex.ru/patents/doc/RU2707476C1_20191126,RU2707476C1,Хохлов Николай Иванович (RU),2018.11.06,2019.11.26
"Способ изготовления пули, пуля, изготовленная по...",https://yandex.ru/patents/doc/RU2256145C2_20050710,RU2256145C2,Радченко М.Ю. (RU),2002.11.20,2005.07.10
"Имитатор β, β'-дихлордиэтилсульфида для...",https://yandex.ru/patents/doc/RU2249810C2_20050410,RU2249810C2,Шульга Л.В. (RU),2003.04.18,2005.04.10
Способ получения вафельного изделия под...,https://yandex.ru/patents/doc/RU2246219C2_20050220,RU2246219C2,Голованов Л.М. (RU),2002.04.04,2005.02.20
Береговой ракетный противокорабельный комплекс,https://yandex.ru/patents/doc/RU2285889C1_20061020,RU2285889C1,Петрушенко Владимир Георгиевич (RU),2005.09.20,2006.10.20
"Устройство для измерения перемещения, скорости,...",https://yandex.ru/patents/doc/RU2223505C1_20040210,RU2223505C1,Веркиенко Ю.В.,2002.06.24,2004.02.10
Система спуска-стопорения оружейной установки,https://yandex.ru/patents/doc/RU2626786C1_20170801,RU2626786C1,Громов Владимир Вячеславович (RU),2016.05.31,2017.08.01
Система защиты границы охраняемой территории,https://yandex.ru/patents/doc/RU2365857C2_20090827,RU2365857C2,Куделькин Владимир Андреевич (RU),2006.12.25,2009.08.27
Способ количественного определения цианидов,https://yandex.ru/patents/doc/RU2217745C2_20031127,RU2217745C2,Гаврилов А.В.,2002.01.25,2003.11.27
Подводная лодка с воздушными торпедными аппаратами,https://yandex.ru/patents/doc/RU2219096C1_20031220,RU2219096C1,Форафонов С.Н.,2002.04.05,2003.12.20
Лазерное прицельное приспособление,https://yandex.ru/patents/doc/RU2212617C2_20030920,RU2212617C2,Дубовик С.С.,2001.07.02,2003.09.20
Патрон для гладкоствольных ружей,https://yandex.ru/patents/doc/RU2206054C1_20030610,RU2206054C1,Кашкаров Г.Г.,2001.11.01,2003.06.10
Способ переработки порохов с истекшим сроком...,https://yandex.ru/patents/doc/RU2006109085A_20071010,RU2006109085A,,2006.03.22,2007.10.10
Броневой корпус с разъемными соединениями деталей...,https://yandex.ru/patents/doc/RU2193746C1_20021127,RU2193746C1,Раевский В.И.,2001.03.01,2002.11.27
Бездымное твердое ракетное топливо,https://yandex.ru/patents/doc/RU2183607C2_20020620,RU2183607C2,Ермилов А.С.,2000.04.07,2002.06.20
БРОНЕЖИЛЕТ,https://yandex.ru/patents/doc/RU2175748C2_20011110,RU2175748C2,Кормушин В.А.,1999.11.25,2001.11.10
Способ повышения эффективности стрельбы из...,https://yandex.ru/patents/doc/RU2522473C1_20140720,RU2522473C1,Котровский Александр Александрович (RU),2013.03.21,2014.07.20
АРБАЛЕТ,https://yandex.ru/patents/doc/RU2152577C1_20000710,RU2152577C1,Стерхов Л.Н.,1999.01.05,2000.07.10
ГРАНАТОМЕТ УНИВЕРСАЛЬНЫЙ,https://yandex.ru/patents/doc/RU2151358C1_20000620,RU2151358C1,Чигаров Е.К.,1999.01.15,2000.06.20
Прицельная система самолета,https://yandex.ru/patents/doc/RU2150068C1_20000527,RU2150068C1,Корчагин В.М.,1999.02.22,2000.05.27
Устройство для стрельбы (варианты),https://yandex.ru/patents/doc/RU2265176C2_20051127,RU2265176C2,,2003.08.20,2005.11.27
Бронебойная пуля и способ ее изготовления,https://yandex.ru/patents/doc/RU2133006C1_19990710,RU2133006C1,Грязев В.П.,1998.02.02,1999.07.10
Пуля для стволов с нарезными дульными сужениями,https://yandex.ru/patents/doc/RU2107253C1_19980320,RU2107253C1,Кочкин Сергей Михайлович,1994.07.19,1998.03.20
ЗДАНИЕ,https://yandex.ru/patents/doc/RU2101442C1_19980110,RU2101442C1,Коряжин С.П.,1995.05.24,1998.01.10
Способ получения сферических порохов с диаметром...,https://yandex.ru/patents/doc/RU2421434C2_20110620,RU2421434C2,Староверова Елена Ивановна (RU),2009.04.30,2011.06.20
СБОРНОЕ ХРАНИЛИЩЕ,https://yandex.ru/patents/doc/RU4989U1_19970916,RU4989U1,Дайлов Александр Алексеевич,1996.09.09,1997.09.16
"Охотничий патрон 7,62 х 51",https://yandex.ru/patents/doc/RU2086901C1_19970810,RU2086901C1,Латфуллин Н.С.,1994.09.14,1997.08.10
Оптическое прицельное устройство,https://yandex.ru/patents/doc/RU2082202C1_19970620,RU2082202C1,Виноградов Андрей Владимирович,1994.07.07,1997.06.20
Надводное судно для очистки от радиоактивной...,https://yandex.ru/patents/doc/RU2057047C1_19960327,RU2057047C1,Белкин П.В.,1992.06.30,1996.03.27
РАДИОПРОТЕКТОР,https://yandex.ru/patents/doc/RU2049469C1_19951210,RU2049469C1,Минухин Валерий Владимирович[UA],1992.09.16,1995.12.10
Универсальный прибор наблюдения механика-водителя...,https://yandex.ru/patents/doc/RU181098U1_20180704,RU181098U1,Зиновьев Сергей Сергеевич (RU),2017.12.25,2018.07.04
Силовая импульсная газодинамическая установка,https://yandex.ru/patents/doc/RU61806U1_20070310,RU61806U1,Чумак Руслан Николаевич (RU),2006.10.18,2007.03.10
Заряд раздражающего действия,https://yandex.ru/patents/doc/RU2516818C2_20140520,RU2516818C2,ЛЮББЕРС Торстен (DE),2009.11.16,2014.05.20
Конструкция патрона огнестрельного стрелкового...,https://yandex.ru/patents/doc/RU2012143370A_20140420,RU2012143370A,,2012.10.11,2014.04.20
